!
!Date: 09/26/2016
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
PIN2	YOR104W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PIN3	YPR154W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PIN4	YBL051C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PIP2	YOR363C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PIP2	YOR363C	viable 	classical genetics	classical genetics	null	Other			Rottensteiner H, et al. (1996) PMID:8670793
PIR1	YKL164C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PIR3	YKL163W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PIR5	YJL160C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PKH1	YDR490C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PKH2	YOL100W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PKH2	YOL100W	viable 	classical genetics	classical genetics	null	S288C			Bilsland E, et al. (1998) PMID:9639312
PKH3	YDR466W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PKP1	YIL042C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PKP1	YIL042C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PKP2	YGL059W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PKR1	YMR123W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLB1	YMR008C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLB1	YMR008C	viable 	classical genetics	classical genetics	null	Other			Lee KS, et al. (1994) PMID:8051052
PLB2	YMR006C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLB3	YOL011W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLC1	YPL268W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLC1	YPL268W	viable 	classical genetics	classical genetics	null	Other			Payne WE and Fitzgerald-Hayes M (1993) PMID:8391635
PLC1	YPL268W	viable 	classical genetics	classical genetics	null	S288C			Flick JS and Thorner J (1993) PMID:8395015
PLC1	YPL268W	viable 	classical genetics	classical genetics	null	W303			Flick JS and Thorner J (1993) PMID:8395015
PLC1	YPL268W	viable 	classical genetics	classical genetics	null	Other			Yoko-o T, et al. (1993) PMID:8383328
PLM2	YDR501W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLM2	YDR501W	viable 	classical genetics	classical genetics	null	Other			Huang M and Elledge SJ (2000) PMID:12760057
PLP1	YDR183W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PLP1	YDR183W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PLP1	YDR183W	viable 	classical genetics	classical genetics	null	Other			Flanary PL, et al. (2000) PMID:10749875
PLP2	YOR281C	viable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
PMA2	YPL036W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMC1	YGL006W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMD1	YER132C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PML1	YLR016C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PML1	YLR016C	viable 	classical genetics	classical genetics	null	Other			Huang M and Elledge SJ (2000) PMID:12760057
PML39	YML107C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PML39	YML107C	viable 	classical genetics	classical genetics	null	S288C			Palancade B, et al. (2005) PMID:16162818
PMP1	YCR024C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMP2	YEL017C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMP3	YDR276C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMR1	YGL167C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMS1	YNL082W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMT1	YDL095W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMT1	YDL095W	viable 	classical genetics	classical genetics	null	Other			Strahl-Bolsinger S, et al. (1993) PMID:8367478
PMT2	YAL023C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMT2	YAL023C	viable 	classical genetics	classical genetics	null	Other			Barton AB and Kaback DB (1994) PMID:8144453
PMT3	YOR321W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMT3	YOR321W	viable 	classical genetics	classical genetics	null	SEY6210		Details: mutant has no obvious growth phenotype 	Immervoll T, et al. (1995) PMID:8585318
PMT5	YDL093W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMT6	YGR199W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMT7	YDR307W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PMU1	YKL128C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PNC1	YGL037C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PNG1	YPL096W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PNP1	YLR209C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PNP1	YLR209C	viable 	classical genetics	classical genetics	null	S288C			Lecoq K, et al. (2001) PMID:11466296
PNS1	YOR161C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PNT1	YOR266W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PNT1	YOR266W	viable 	classical genetics	classical genetics	null	Other			Ludewig G and Staben C (1994) PMID:7695273
POA1	YBR022W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POC4	YPL144W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POF1	YCL047C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POL32	YJR043C	viable 	classical genetics	classical genetics	null	S288C		Condition: YPD 	Huang ME, et al. (1997) PMID:9301024
POL32	YJR043C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POL4	YCR014C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POL4	YCR014C	viable 	homozygous diploid	classical genetics	null	SK1			Sterling CH and Sweasy JB (2006) PMID:16219787
POL4	YCR014C	viable 	classical genetics	classical genetics	null	SK1			Sterling CH and Sweasy JB (2006) PMID:16219787
POM152	YMR129W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POM33	YLL023C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POM34	YLR018C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POM34	YLR018C	viable 	classical genetics	classical genetics	null				Miao M, et al. (2006) PMID:16361228
POM34	YLR018C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
POP2	YNR052C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POP2	YNR052C	viable 	classical genetics	classical genetics	null	S288C			Mulder KW, et al. (2005) PMID:16275785
POP2	YNR052C	viable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null	S288C			Dowell RD, et al. (2010) PMID:20413493
POR2	YIL114C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POS5	YPL188W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POT1	YIL160C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
POX1	YGL205W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPA2	YMR267W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPE1	YHR075C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPG1	YNR032W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPG1	YNR032W	viable 	classical genetics	classical genetics	null	W303			Posas F, et al. (1993) PMID:7678255
PPH21	YDL134C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPH22	YDL188C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPH3	YDR075W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPM1	YDR435C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPM1	YDR435C	viable 	classical genetics	classical genetics	null	W303			Wu J, et al. (2000) PMID:11060018
PPM2	YOL141W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPN1	YDR452W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPQ1	YPL179W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPR1	YLR014C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPS1	YBR276C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPT1	YGR123C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPT2	YPL148C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPX1	YHR201C	viable 	classical genetics	classical genetics	null	W303			Wurst H, et al. (1995) PMID:7860598
PPZ1	YML016C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PPZ2	YDR436W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRB1	YEL060C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRC1	YMR297W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRD1	YCL057W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRD1	YCL057W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PRE9	YGR135W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRK1	YIL095W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM1	YNL279W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM10	YJL108C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM15	YMR278W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM2	YIL037C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM2	YIL037C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PRM3	YPL192C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM3	YPL192C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PRM4	YPL156C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM5	YIL117C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM6	YML047C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM6	YML047C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PRM7	YDL039C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM8	YGL053W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRM9	YAR031W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRO1	YDR300C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRO2	YOR323C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRP18	YGR006W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRR1	YKL116C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRR2	YDL214C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRR2	YDL214C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PRS1	YKL181W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRS1	YKL181W	viable 	classical genetics	classical genetics	null				Wang K, et al. (2004) PMID:15470112
PRS3	YHL011C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRS3	YHL011C	viable 	classical genetics	classical genetics	null				Wang K, et al. (2004) PMID:15470112
PRS4	YBL068W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRS5	YOL061W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRX1	YBL064C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRY1	YJL079C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRY2	YKR013W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PRY2	YKR013W	viable 	classical genetics	classical genetics	null	S288C			Zuniga S, et al. (1999) PMID:10375630
PRY3	YJL078C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PSD1	YNL169C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PSD2	YGR170W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PSH1	YOL054W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PSK1	YAL017W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
PSK1	YAL017W	viable 	classical genetics	classical genetics	null	Other			Barton AB and Kaback DB (1994) PMID:8144453
PSK2	YOL045W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
